title,plot,poster_url,genres
The Shawshank Redemption,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",http://ia.media-imdb.com/images/M/MV5BODU4MjU4NjIwNl5BMl5BanBnXkFtZTgwMDU2MjEyMDE@.jpg,"[""Crime"", ""Drama""]"
The Godfather,The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,http://ia.media-imdb.com/images/M/MV5BMjEyMjcyNDI4MF5BMl5BanBnXkFtZTcwMDA5Mzg3OA@@.jpg,"[""Crime"", ""Drama""]"
The Godfather: Part II,"The early life and career of Vito Corleone in 1920s New York is portrayed while his son, Michael, expands and tightens his grip on his crime syndicate stretching from Lake Tahoe, Nevada to pre-revolution 1958 Cuba.",http://ia.media-imdb.com/images/M/MV5BNDc2NTM3MzU1Nl5BMl5BanBnXkFtZTcwMTA5Mzg3OA@@.jpg,"[""Crime"", ""Drama""]"
The Dark Knight,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, the caped crusader must come to terms with one of the greatest psychological tests of his ability to fight injustice.",http://ia.media-imdb.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@.jpg,"[""Action"", ""Crime"", ""Drama""]"
Pulp Fiction,"The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",http://ia.media-imdb.com/images/M/MV5BMjE0ODk2NjczOV5BMl5BanBnXkFtZTYwNDQ0NDg4.jpg,"[""Crime"", ""Drama""]"
Schindler's List,"In Poland during World War II, Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",http://ia.media-imdb.com/images/M/MV5BMzMwMTM4MDU2N15BMl5BanBnXkFtZTgwMzQ0MjMxMDE@.jpg,"[""Biography"", ""Drama"", ""History""]"
12 Angry Men,A dissenting juror in a murder trial slowly manages to convince the others that the case is not as obviously clear as it med in court.,http://ia.media-imdb.com/images/M/MV5BODQwOTc5MDM2N15BMl5BanBnXkFtZTcwODQxNTEzNA@@.jpg,"[""Crime"", ""Drama""]"
"The Good, the Bad and the Ugly",A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,http://ia.media-imdb.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@.jpg,"[""Western""]"
The Lord of the Rings: The Return of the King,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,http://ia.media-imdb.com/images/M/MV5BMjE4MjA1NTAyMV5BMl5BanBnXkFtZTcwNzM1NDQyMQ@@.jpg,"[""Adventure"", ""Fantasy""]"
Fight Club,"An insomniac office worker, looking for a way to change his life, crosses paths with a devil-may-care soap maker, forming an underground fight club that evolves into something much, much ...",http://ia.media-imdb.com/images/M/MV5BMjIwNTYzMzE1M15BMl5BanBnXkFtZTcwOTE5Mzg3OA@@.jpg,"[""Drama""]"
The Lord of the Rings: The Fellowship of the Ring,A meek hobbit of the Shire and eight companions set out on a journey to Mount Doom to destroy the One Ring and the dark lord Sauron.,http://ia.media-imdb.com/images/M/MV5BNTEyMjAwMDU1OV5BMl5BanBnXkFtZTcwNDQyNTkxMw@@.jpg,"[""Adventure"", ""Fantasy""]"
Star Wars: Episode V - The Empire Strikes Back,"After the rebels have been brutally overpowered by the Empire on their newly established base, Luke Skywalker takes advanced Jedi training with Master Yoda, while his friends are pursued by Darth Vader as part of his plan to capture Luke.",http://ia.media-imdb.com/images/M/MV5BMjE2MzQwMTgxN15BMl5BanBnXkFtZTcwMDQzNjk2OQ@@.jpg,"[""Action"", ""Adventure"", ""Fantasy"", ""Sci-Fi""]"
Forrest Gump,"Forrest Gump, while not intelligent, has accidentally been present at many historic moments, but his true love, Jenny Curran, eludes him.",http://ia.media-imdb.com/images/M/MV5BMTQwMTA5MzI1MF5BMl5BanBnXkFtZTcwMzY5Mzg3OA@@.jpg,"[""Drama"", ""Romance""]"
Inception,A thief who steals corporate secrets through use of dream-sharing technology is given the inverse task of planting an idea into the mind of a CEO.,http://ia.media-imdb.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@.jpg,"[""Action"", ""Mystery"", ""Sci-Fi"", ""Thriller""]"
One Flew Over the Cuckoo's Nest,"Upon admittance to a mental institution, a brash rebel rallies the patients to take on the oppressive head nurse.",http://ia.media-imdb.com/images/M/MV5BMTk5OTA4NTc0NF5BMl5BanBnXkFtZTcwNzI5Mzg3OA@@.jpg,"[""Drama""]"
The Lord of the Rings: The Two Towers,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",http://ia.media-imdb.com/images/M/MV5BMTAyNDU0NjY4NTheQTJeQWpwZ15BbWU2MDk4MTY2Nw@@.jpg,"[""Adventure"", ""Fantasy""]"
Goodfellas,Henry Hill and his friends work their way up through the mob hierarchy.,http://ia.media-imdb.com/images/M/MV5BMTY2OTE5MzQ3MV5BMl5BanBnXkFtZTgwMTY2NTYxMTE@.jpg,"[""Biography"", ""Crime"", ""Drama""]"
The Matrix,A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.,http://ia.media-imdb.com/images/M/MV5BMTkxNDYxOTA4M15BMl5BanBnXkFtZTgwNTk0NzQxMTE@.jpg,"[""Action"", ""Sci-Fi""]"
Star Wars,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a wookiee and two droids to save the universe from the Empire's world-destroying battle-station, while also attempting to rescue Princess Leia from the evil Darth Vader.",http://ia.media-imdb.com/images/M/MV5BMTU4NTczODkwM15BMl5BanBnXkFtZTcwMzEyMTIyMw@@.jpg,"[""Action"", ""Adventure"", ""Fantasy"", ""Sci-Fi""]"
Seven Samurai,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,http://ia.media-imdb.com/images/M/MV5BMTc5MDY1MjU5MF5BMl5BanBnXkFtZTgwNDM2OTE4MzE@.jpg,"[""Drama""]"
City of God,"Two boys growing up in a violent neighborhood of Rio de Janeiro take different paths: one becomes a photographer, the other a drug dealer.",http://ia.media-imdb.com/images/M/MV5BMjA4ODQ3ODkzNV5BMl5BanBnXkFtZTYwOTc4NDI3.jpg,"[""Crime"", ""Drama""]"
Se7en,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his modus operandi.",http://ia.media-imdb.com/images/M/MV5BMTQwNTU3MTE4NF5BMl5BanBnXkFtZTcwOTgxNDM2Mg@@.jpg,"[""Drama"", ""Mystery"", ""Thriller""]"
The Silence of the Lambs,A young F.B.I. cadet must confide in an incarcerated and manipulative killer to receive his help on catching another serial killer who skins his victims.,http://ia.media-imdb.com/images/M/MV5BMTQ2NzkzMDI4OF5BMl5BanBnXkFtZTcwMDA0NzE1NA@@.jpg,"[""Drama"", ""Mystery"", ""Thriller""]"
The Usual Suspects,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which begin when five criminals meet at a mingly random police lineup.",http://ia.media-imdb.com/images/M/MV5BMzI1MjI5MDQyOV5BMl5BanBnXkFtZTcwNzE4Mjg3NA@@.jpg,"[""Crime"", ""Drama"", ""Thriller""]"
It's a Wonderful Life,An angel helps a compassionate but despairingly frustrated businessman by showing what life would have been like if he never existed.,http://ia.media-imdb.com/images/M/MV5BMTMzMzY5NDc4M15BMl5BanBnXkFtZTcwMzc4NjIxNw@@.jpg,"[""Drama"", ""Family"", ""Fantasy""]"
Life Is Beautiful,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",http://ia.media-imdb.com/images/M/MV5BMTQwMTM2MjE4Ml5BMl5BanBnXkFtZTgwODQ2NTYxMTE@.jpg,"[""Comedy"", ""Drama"", ""Romance""]"
Léon: The Professional,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. Léon and Mathilda form an unusual relationship, as she becomes his protégée and learns the assassin's trade.",http://ia.media-imdb.com/images/M/MV5BMTgzMzg4MDkwNF5BMl5BanBnXkFtZTcwODAwNDg3OA@@.jpg,"[""Crime"", ""Drama"", ""Thriller""]"
Interstellar,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,http://ia.media-imdb.com/images/M/MV5BMjIxNTU4MzY4MF5BMl5BanBnXkFtZTgwMzM4ODI3MjE@.jpg,"[""Adventure"", ""Drama"", ""Sci-Fi""]"
Once Upon a Time in the West,Epic story of a mysterious stranger with a harmonica who joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,http://ia.media-imdb.com/images/M/MV5BMTEyODQzNDkzNjVeQTJeQWpwZ15BbWU4MDgyODk1NDEx.jpg,"[""Western""]"
Casablanca,"Set in unoccupied Africa during the early days of World War II: An American expatriate meets a former lover, with unforen complications.",http://ia.media-imdb.com/images/M/MV5BMjQwNDYyNTk2N15BMl5BanBnXkFtZTgwMjQ0OTMyMjE@.jpg,"[""Drama"", ""Romance"", ""War""]"
American History X,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,http://ia.media-imdb.com/images/M/MV5BMjMzNDUwNTIyMF5BMl5BanBnXkFtZTcwNjMwNDg3OA@@.jpg,"[""Crime"", ""Drama""]"
Saving Private Ryan,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",http://ia.media-imdb.com/images/M/MV5BNjczODkxNTAxN15BMl5BanBnXkFtZTcwMTcwNjUxMw@@.jpg,"[""Action"", ""Drama"", ""War""]"
Spirited Away,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",http://ia.media-imdb.com/images/M/MV5BMjYxMDcyMzIzNl5BMl5BanBnXkFtZTYwNDg2MDU3.jpg,"[""Animation"", ""Adventure"", ""Family"", ""Fantasy""]"
Raiders of the Lost Ark,Archaeologist and adventurer Indiana Jones is hired by the US government to find the Ark of the Covenant before the Nazis.,http://ia.media-imdb.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@.jpg,"[""Action"", ""Adventure""]"
City Lights,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",http://ia.media-imdb.com/images/M/MV5BMjA3NDQ5MDMzOV5BMl5BanBnXkFtZTgwODY2MjcyMjE@.jpg,"[""Comedy"", ""Drama"", ""Romance""]"
Psycho,"A Phoenix secretary steals $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.",http://ia.media-imdb.com/images/M/MV5BNjI3OTAxNjI5OV5BMl5BanBnXkFtZTgwMzk4ODE4MzE@.jpg,"[""Horror"", ""Mystery"", ""Thriller""]"
Rear Window,A wheelchair bound photographer spies on his neighbours from his apartment window and becomes convinced one of them has committed murder.,http://ia.media-imdb.com/images/M/MV5BMTg5MjM4NzEwOF5BMl5BanBnXkFtZTgwMDE1NjM0MTE@.jpg,"[""Mystery"", ""Thriller""]"
The Intouchables,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",http://ia.media-imdb.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@.jpg,"[""Biography"", ""Comedy"", ""Drama""]"
Modern Times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,http://ia.media-imdb.com/images/M/MV5BMjAyMTkxNjI5OF5BMl5BanBnXkFtZTYwMjI2MjA5.jpg,"[""Comedy"", ""Drama""]"
Whiplash,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,http://ia.media-imdb.com/images/M/MV5BMTU4OTQ3MDUyMV5BMl5BanBnXkFtZTgwOTA2MjU0MjE@.jpg,"[""Drama"", ""Music""]"
Terminator 2: Judgment Day,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her young son, John Connor, from a  advanced cyborg, made out of liquid metal.",http://ia.media-imdb.com/images/M/MV5BMTg5NzUwMDU5NF5BMl5BanBnXkFtZTcwMjk2MDA4Mg@@.jpg,"[""Action"", ""Sci-Fi""]"
The Green Mile,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",http://ia.media-imdb.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3.jpg,"[""Crime"", ""Drama"", ""Fantasy"", ""Mystery""]"
The Pianist,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,http://ia.media-imdb.com/images/M/MV5BMTc4OTkyOTA3OF5BMl5BanBnXkFtZTYwMDIxNjk5.jpg,"[""Biography"", ""Drama"", ""War""]"
Memento,A man creates a strange system to help him remember things; so he can hunt for the murderer of his wife without his short-term memory loss being an obstacle.,http://ia.media-imdb.com/images/M/MV5BMTc4MjUxNDAwN15BMl5BanBnXkFtZTcwMDMwNDg3OA@@.jpg,"[""Mystery"", ""Thriller""]"
The Departed,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,http://ia.media-imdb.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3.jpg,"[""Crime"", ""Drama"", ""Thriller""]"
Inside Out,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",http://ia.media-imdb.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@.jpg,"[""Animation"", ""Adventure"", ""Comedy"", ""Drama"", ""Family"", ""Fantasy""]"
Gladiator,"When a Roman general is betrayed and his family murdered by an emperor's corrupt son, he comes to Rome as a gladiator to k revenge.",http://ia.media-imdb.com/images/M/MV5BMTgwMzQzNTQ1Ml5BMl5BanBnXkFtZTgwMDY2NTYxMTE@.jpg,"[""Action"", ""Drama""]"
Apocalypse Now,"During the Vietnam War, Captain Willard is sent on a dangerous mission into Cambodia to assassinate a renegade colonel who has set himself up as a god among a local tribe.",http://ia.media-imdb.com/images/M/MV5BMTcyMzQ5NDM4OV5BMl5BanBnXkFtZTcwODUwNDg3OA@@.jpg,"[""Drama"", ""War""]"
Sunset Blvd.,A hack screenwriter writes a screenplay for a former silent-film star who has faded into Hollywood obscurity.,http://ia.media-imdb.com/images/M/MV5BMTc3NDYzODAwNV5BMl5BanBnXkFtZTgwODg1MTczMTE@.jpg,"[""Drama"", ""Film-Noir""]"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,An insane general triggers a path to nuclear holocaust that a war room full of politicians and generals frantically try to stop.,http://ia.media-imdb.com/images/M/MV5BMTU2ODM2NTkxNF5BMl5BanBnXkFtZTcwOTMwMzU3Mg@@.jpg,"[""Comedy"", ""War""]"
Back to the Future,"A young man is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his friend, Dr. Emmett Brown, and must make sure his high-school-age parents unite in order to save his own existence.",http://ia.media-imdb.com/images/M/MV5BMjA5NTYzMDMyM15BMl5BanBnXkFtZTgwNjU3NDU2MTE@.jpg,"[""Adventure"", ""Comedy"", ""Romance"", ""Sci-Fi""]"
The Prestige,Two stage magicians engage in competitive one-upmanship in an attempt to create the ultimate stage illusion.,http://ia.media-imdb.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2.jpg,"[""Drama"", ""Mystery"", ""Thriller""]"
Alien,"The commercial vessel Nostromo receives a distress call from an unexplored planet. After searching for survivors, the crew heads home only to realize that a deadly bioform has joined them.",http://ia.media-imdb.com/images/M/MV5BMTU1ODQ4NjQyOV5BMl5BanBnXkFtZTgwOTQ3NDU2MTE@.jpg,"[""Horror"", ""Sci-Fi""]"
The Lion King,"Tricked into thinking that he caused the death of his father, a lion cub flees and abandons his destiny as the future king.",http://ia.media-imdb.com/images/M/MV5BMjEyMzgwNTUzMl5BMl5BanBnXkFtZTcwNTMxMzM3Ng@@.jpg,"[""Animation"", ""Adventure"", ""Drama"", ""Family"", ""Musical""]"
The Lives of Others,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",http://ia.media-imdb.com/images/M/MV5BNDUzNjYwNDYyNl5BMl5BanBnXkFtZTcwNjU3ODQ0MQ@@.jpg,"[""Drama"", ""Thriller""]"
The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,http://ia.media-imdb.com/images/M/MV5BMTQ5NDAwMDgzOV5BMl5BanBnXkFtZTgwNDI2MjA0MjE@.jpg,"[""Comedy"", ""Drama"", ""War""]"
Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",http://ia.media-imdb.com/images/M/MV5BMjIzMTgzOTEwOF5BMl5BanBnXkFtZTgwNTUxNjcxMTE@.jpg,"[""Comedy"", ""Drama""]"
The Shining,"A family heads to an isolated hotel for the winter where an evil and spiritual presence influences the father into violence, while his psychic son s horrific forebodings from the past and of the future.",http://ia.media-imdb.com/images/M/MV5BODMxMjE3NTA4Ml5BMl5BanBnXkFtZTgwNDc0NTIxMDE@.jpg,"[""Horror""]"
Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",http://ia.media-imdb.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@.jpg,"[""Western""]"
Paths of Glory,"When soldiers in World War I refuse to continue with an impossible attack, their superior officers decide to make an example of them.",http://ia.media-imdb.com/images/M/MV5BMTUxNTcxMjI5NV5BMl5BanBnXkFtZTcwNTcyNjI3Mw@@.jpg,"[""Drama"", ""War""]"
The Dark Knight Rises,"Eight years after the Joker's reign of anarchy, the Dark Knight is forced to return from his imposed exile to save Gotham City from the brutal guerrilla terrorist Bane with the help of the enigmatic Catwoman.",http://ia.media-imdb.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@.jpg,"[""Action"", ""Thriller""]"
WALL·E,"In the distant future, a small waste collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",http://ia.media-imdb.com/images/M/MV5BMTczOTA3MzY2N15BMl5BanBnXkFtZTcwOTYwNjE2MQ@@.jpg,"[""Animation"", ""Adventure"", ""Family"", ""Sci-Fi""]"
American Beauty,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,http://ia.media-imdb.com/images/M/MV5BMjM4NTI5NzYyNV5BMl5BanBnXkFtZTgwNTkxNTYxMTE@.jpg,"[""Drama"", ""Romance""]"
Grave of the Fireflies,A tragic film covering a young boy and his little sister's struggle to survive in Japan during World War II.,http://ia.media-imdb.com/images/M/MV5BMTgyMzUwMTMxMl5BMl5BanBnXkFtZTgwODYyMDk2MjE@.jpg,"[""Animation"", ""Drama"", ""War""]"
Aliens,"The planet from Alien (1979) has been colonized, but contact is lost. This time, the rescue team has impressive firepower, but will it be enough?",http://ia.media-imdb.com/images/M/MV5BMTYzNzU5MzQ4OV5BMl5BanBnXkFtZTcwMDcxNDg3OA@@.jpg,"[""Action"", ""Sci-Fi"", ""Thriller""]"
North by Northwest,"A hapless New York advertising executive is mistaken for a government agent by a group of foreign spies, and is pursued across the country while he looks for a way to survive.",http://ia.media-imdb.com/images/M/MV5BMjQwMTQ0MzgwNl5BMl5BanBnXkFtZTgwNjc4ODE4MzE@.jpg,"[""Adventure"", ""Mystery"", ""Thriller""]"
Citizen Kane,"Following the death of a publishing tycoon, news reporters scramble to discover the meaning of his final utterance.",http://ia.media-imdb.com/images/M/MV5BMTQ2Mjc1MDQwMl5BMl5BanBnXkFtZTcwNzUyOTUyMg@@.jpg,"[""Drama"", ""Mystery""]"
Vertigo,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",http://ia.media-imdb.com/images/M/MV5BNzY0NzQyNzQzOF5BMl5BanBnXkFtZTcwMTgwNTk4OQ@@.jpg,"[""Mystery"", ""Romance"", ""Thriller""]"
Oldeuboi,"After being kidnapped and imprisoned for 15 years, Oh Dae-Su is released, only to find that he must find his captor in 5 days.",http://ia.media-imdb.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@.jpg,"[""Drama"", ""Mystery"", ""Thriller""]"
Princess Mononoke,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",http://ia.media-imdb.com/images/M/MV5BMjgzNTUwODQzN15BMl5BanBnXkFtZTcwMTc4ODE3OQ@@.jpg,"[""Animation"", ""Adventure"", ""Fantasy""]"
Das Boot,"The claustrophobic world of a WWII German U-boat; boredom, filth, and sheer terror.",http://ia.media-imdb.com/images/M/MV5BMjE5Mzk5OTQ0Nl5BMl5BanBnXkFtZTYwNzUwMTQ5.jpg,"[""Adventure"", ""Drama"", ""War""]"
M,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",http://ia.media-imdb.com/images/M/MV5BMTQyNjA5NzU5MV5BMl5BanBnXkFtZTgwMDk1MTA5MTE@.jpg,"[""Crime"", ""Drama"", ""Thriller""]"
Mad Max: Fury Road,"In a stark desert landscape where humanity is broken, two rebels just might be able to restore order: Max, a man of action and of few words, and Furiosa, a woman of action who is looking to make it back to her childhood homeland.",http://ia.media-imdb.com/images/M/MV5BMTUyMTE0ODcxNF5BMl5BanBnXkFtZTgwODE4NDQzNTE@.jpg,"[""Action"", ""Adventure"", ""Sci-Fi"", ""Thriller""]"
Amélie,"Amelie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",http://ia.media-imdb.com/images/M/MV5BMTYzNjkxMTczOF5BMl5BanBnXkFtZTgwODg5NDc2MjE@.jpg,"[""Comedy"", ""Romance""]"
Star Wars: Episode VI - Return of the Jedi,"After rescuing Han Solo from the palace of Jabba the Hutt, the rebels attempt to destroy the second Death Star, while Luke struggles to make Vader return from the dark side of the Force.",http://ia.media-imdb.com/images/M/MV5BMTQ0MzI1NjYwOF5BMl5BanBnXkFtZTgwODU3NDU2MTE@.jpg,"[""Action"", ""Adventure"", ""Fantasy"", ""Sci-Fi""]"
Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",http://ia.media-imdb.com/images/M/MV5BNDMwMDcyODkzOV5BMl5BanBnXkFtZTcwNTQ1Njg3OA@@.jpg,"[""Crime"", ""Drama""]"
Toy Story 3,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",http://ia.media-imdb.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@.jpg,"[""Animation"", ""Adventure"", ""Comedy"", ""Family"", ""Fantasy""]"
Reservoir Dogs,"After a simple jewelery heist goes terribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",http://ia.media-imdb.com/images/M/MV5BMTQxMTAwMDQ3Nl5BMl5BanBnXkFtZTcwODMwNTgzMQ@@.jpg,"[""Crime"", ""Drama""]"
Braveheart,"When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt and leads Scottish warriors against the cruel English tyrant who rules Scotland with an iron fist.",http://ia.media-imdb.com/images/M/MV5BNjA4ODYxMDU3Nl5BMl5BanBnXkFtZTcwMzkzMTk3OA@@.jpg,"[""Biography"", ""Drama"", ""History"", ""War""]"
Witness for the Prosecution,Leonard Vole is arrested on suspicion of murdering an elderly acquaintance. He employs an experienced but aging barrister as his defense attorney.,http://ia.media-imdb.com/images/M/MV5BMTc0MjgyNTUyNF5BMl5BanBnXkFtZTcwNDQzMDg0Nw@@.jpg,"[""Drama"", ""Mystery"", ""Thriller""]"
A Clockwork Orange,"In future Britain, charismatic delinquent Alex DeLarge is jailed and volunteers for an experimental aversion therapy developed by the government in an effort to solve society's crime problem - but not all goes according to plan.",http://ia.media-imdb.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@.jpg,"[""Crime"", ""Drama"", ""Sci-Fi""]"
Double Indemnity,An insurance representative lets himself be talked into a murder/insurance fraud scheme that arouses an insurance investigator's suspicions.,http://ia.media-imdb.com/images/M/MV5BMTQzOTE4MTIzMV5BMl5BanBnXkFtZTgwODc1NDQ5MDE@.jpg,"[""Crime"", ""Drama"", ""Film-Noir"", ""Thriller""]"
Taxi Driver,"A mentally unstable Vietnam war veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",http://ia.media-imdb.com/images/M/MV5BMTQ1Nzg3MDQwN15BMl5BanBnXkFtZTcwNDE2NDU2MQ@@.jpg,"[""Crime"", ""Drama""]"
Requiem for a Dream,The drug-induced utopias of four Coney Island people are shattered when their addictions become stronger.,http://ia.media-imdb.com/images/M/MV5BMzM2OTYwMTY4Nl5BMl5BanBnXkFtZTcwMjU1Njg3OA@@.jpg,"[""Drama""]"
To Kill a Mockingbird,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his kids against prejudice.",http://ia.media-imdb.com/images/M/MV5BMjA4MzI1NDY2Nl5BMl5BanBnXkFtZTcwMTcyODc5Mw@@.jpg,"[""Drama""]"
Lawrence of Arabia,"Follows a brilliant, flamboyant and controversial British military figure and his conflicted loyalties during wartime service.",http://ia.media-imdb.com/images/M/MV5BMzAwMjM4NzA2OV5BMl5BanBnXkFtZTcwMDI0NzAwMQ@@.jpg,"[""Adventure"", ""Biography"", ""Drama"", ""History"", ""War""]"
Eternal Sunshine of the Spotless Mind,"When their relationship turns sour, a couple undergoes a procedure to have each other erased from their memories. But it is only through the process of loss that they discover what they had to begin with.",http://ia.media-imdb.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@.jpg,"[""Drama"", ""Romance"", ""Sci-Fi""]"
Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,http://ia.media-imdb.com/images/M/MV5BMjA4NzY4ODk4Nl5BMl5BanBnXkFtZTgwOTcxNTYxMTE@.jpg,"[""Drama"", ""War""]"
Bicycle Thieves,A man and his son search for a stolen bicycle vital for his job.,http://ia.media-imdb.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@.jpg,"[""Drama""]"
The Sting,"In Chicago in September 1936, a young con man king revenge for his murdered partner teams up with a master of the big con to win a fortune from a criminal banker.",http://ia.media-imdb.com/images/M/MV5BMTY5MjM1OTAyOV5BMl5BanBnXkFtZTgwMDkwODg4MDE@.jpg,"[""Comedy"", ""Crime"", ""Drama""]"
Singin' in the Rain,A silent film production company and cast make a difficult transition to sound.,http://ia.media-imdb.com/images/M/MV5BMTUxMTIyNTI4Nl5BMl5BanBnXkFtZTcwNTk1ODQyMg@@.jpg,"[""Comedy"", ""Musical"", ""Romance""]"
Amadeus,"The incredible story of Wolfgang Amadeus Mozart, told by his peer and secret rival Antonio Salieri - now confined to an insane asylum.",http://ia.media-imdb.com/images/M/MV5BMTg5NDkwMTk5N15BMl5BanBnXkFtZTYwODg3MDk2.jpg,"[""Biography"", ""Drama"", ""Music""]"
